StaffID,Age,Gender,Department,Role,StoreRegion,EmploymentType,ShiftType,WeeklyHours,HourlyWage,TenureMonths,ManagerRating,TrainingHoursLastYear,CommuteMinutes,EngagementScore,CustomerSatRating
1201,23,Female,Sales Floor,Store Associate,Northeast,Part-Time,Afternoon,20,13.63,48,3,29,38,3.0,3.6
1202,55,Female,Marketing,Social Media Coordinator,Northeast,Full-Time,Evening,45,33.51,223,2,4,27,4.3,
1203,20,Female,Marketing,Marketing Manager,Southwest,Full-Time,Afternoon,35,30.35,19,3,12,57,5.5,
1204,21,Male,Sales Floor,Department Lead,Southwest,Full-Time,Rotating,40,14.16,12,3,25,56,4.3,3.3
1205,47,Non-Binary,Warehouse,Forklift Operator,West Coast,Full-Time,Afternoon,40,27.48,39,1,33,87,6.2,
1206,40,Non-Binary,Sales Floor,Department Lead,Midwest,Full-Time,Rotating,50,29.48,60,2,36,88,2.9,2.6
1207,37,Female,Customer Service,CS Manager,West Coast,Full-Time,Morning,50,15.07,72,4,8,89,5.3,3.8
1208,56,Male,Sales Floor,Department Lead,Southwest,Part-Time,Evening,30,18.53,15,4,40,82,6.2,3.4
1209,52,Non-Binary,Finance,Controller,Northeast,Part-Time,Afternoon,25,22.26,198,1,0,86,3.7,
1210,58,Male,Warehouse,Receiving Clerk,Southeast,Part-Time,Rotating,30,18.27,69,1,39,23,3.8,
1211,38,Female,Warehouse,Warehouse Worker,Southeast,Full-Time,Afternoon,40,30.1,210,2,14,26,5.1,
1212,51,Male,Finance,Payroll Specialist,West Coast,Part-Time,Morning,30,36.91,240,3,34,90,5.5,
1213,45,Male,Sales Floor,Visual Merchandiser,Midwest,Part-Time,Rotating,25,23.67,194,1,32,17,4.3,3.6
1214,62,Non-Binary,Sales Floor,Store Manager,Southwest,Part-Time,Afternoon,20,17.2,82,3,16,62,5.2,4.2
1215,57,Female,Sales Floor,Department Lead,West Coast,Full-Time,Rotating,45,27.45,236,2,21,83,5.3,2.9
1216,35,Male,Customer Service,CS Manager,Southwest,Full-Time,Afternoon,40,27.04,57,1,25,89,4.5,4.7
1217,33,Female,Customer Service,Call Center Agent,Southwest,Full-Time,Rotating,35,19.27,112,5,33,61,6.4,3.8
1218,32,Non-Binary,Warehouse,Forklift Operator,Southeast,Full-Time,Afternoon,35,21.98,86,5,2,28,6.9,
1219,38,Male,Supply Chain,Buyer,Northeast,Full-Time,Evening,40,21.17,112,1,39,26,4.5,
1220,56,Female,Marketing,Marketing Manager,Southwest,Part-Time,Rotating,25,42.22,162,5,22,25,5.3,
1221,21,Female,Marketing,Social Media Coordinator,Southeast,Full-Time,Rotating,45,43.68,6,1,7,62,4.3,
1222,20,Non-Binary,Warehouse,Inventory Analyst,Northeast,Full-Time,Rotating,40,29.33,14,3,38,82,4.8,
1223,49,Male,Warehouse,Warehouse Worker,Southwest,Full-Time,Rotating,35,28.87,161,5,3,35,6.6,
1224,53,Non-Binary,Marketing,Marketing Manager,Northeast,Part-Time,Afternoon,30,33.04,55,1,20,45,6.4,
1225,50,Non-Binary,Customer Service,CS Representative,Southeast,Part-Time,Morning,25,19.38,220,2,28,33,5.0,3.0
1226,50,Male,Sales Floor,Department Lead,West Coast,Full-Time,Morning,40,22.82,161,5,36,64,6.2,4.3
1227,20,Female,Finance,Controller,West Coast,Full-Time,Afternoon,45,40.43,20,5,34,55,6.7,
1228,47,Female,Sales Floor,Department Lead,Southwest,Full-Time,Rotating,45,30.16,144,5,4,54,6.7,4.4
1229,35,Male,Customer Service,Call Center Agent,Midwest,Part-Time,Morning,25,19.02,71,3,16,90,5.8,2.6
1230,18,Non-Binary,Warehouse,Shift Supervisor,Southeast,Full-Time,Morning,35,14.71,1,5,19,27,3.3,
1231,62,Female,Warehouse,Forklift Operator,Southwest,Part-Time,Evening,25,25.74,233,2,31,90,4.8,
1232,32,Non-Binary,Sales Floor,Cashier,Southwest,Full-Time,Afternoon,35,20.78,139,5,28,21,6.3,3.4
1233,40,Non-Binary,Marketing,Social Media Coordinator,Northeast,Full-Time,Evening,50,29.62,49,4,18,12,6.1,
1234,45,Female,IT,IT Manager,Northeast,Full-Time,Evening,40,25.64,178,2,36,16,6.1,
1235,52,Male,Sales Floor,Visual Merchandiser,Northeast,Part-Time,Morning,20,12.26,233,4,34,35,5.0,2.6
1236,58,Non-Binary,Marketing,Digital Marketing Specialist,Southwest,Full-Time,Morning,40,39.14,65,2,11,28,4.2,
1237,34,Non-Binary,Marketing,Digital Marketing Specialist,Southwest,Full-Time,Evening,45,37.95,167,3,18,66,7.6,
1238,36,Non-Binary,Customer Service,CS Manager,Midwest,Full-Time,Rotating,45,26.58,205,1,29,44,4.4,3.6
1239,25,Male,Sales Floor,Store Associate,Southwest,Full-Time,Rotating,35,31.47,28,2,28,53,4.5,4.7
1240,49,Non-Binary,Supply Chain,Logistics Coordinator,West Coast,Full-Time,Morning,40,15.54,145,1,11,15,3.5,
1241,45,Male,HR,HR Generalist,Midwest,Part-Time,Morning,20,31.2,123,4,10,26,7.7,
1242,36,Male,Warehouse,Forklift Operator,West Coast,Full-Time,Afternoon,35,15.67,75,5,11,69,5.1,
1243,20,Male,Warehouse,Forklift Operator,Northeast,Part-Time,Afternoon,25,23.25,9,1,34,25,4.3,
1244,60,Female,Sales Floor,Visual Merchandiser,Southwest,Full-Time,Rotating,45,25.22,108,1,12,17,4.3,3.8
1245,44,Male,Warehouse,Forklift Operator,Southwest,Full-Time,Evening,35,18.06,227,1,38,53,5.4,
1246,57,Female,Customer Service,Returns Specialist,Northeast,Full-Time,Morning,35,31.62,40,4,22,36,7.6,5.0
1247,36,Non-Binary,Sales Floor,Cashier,West Coast,Full-Time,Evening,40,30.27,193,3,3,17,6.6,4.6
1248,48,Non-Binary,Warehouse,Receiving Clerk,West Coast,Full-Time,Afternoon,45,29.78,43,4,20,11,6.3,
1249,48,Male,HR,Recruiter,Southeast,Part-Time,Evening,30,17.71,44,5,23,45,5.2,
1250,26,Female,Warehouse,Inventory Analyst,West Coast,Full-Time,Evening,40,21.39,43,4,9,35,5.6,
1251,38,Non-Binary,Customer Service,CS Representative,Southwest,Full-Time,Morning,35,22.87,229,2,25,66,4.4,3.5
1252,31,Non-Binary,Finance,Accountant,Southwest,Part-Time,Afternoon,25,24.56,120,4,17,73,5.2,
1253,19,Non-Binary,HR,Training Coordinator,Midwest,Full-Time,Afternoon,40,30.26,11,5,23,53,6.2,
1254,58,Male,Sales Floor,Department Lead,Northeast,Full-Time,Afternoon,45,22.75,70,4,2,22,6.7,4.6
1255,50,Female,Sales Floor,Cashier,Midwest,Part-Time,Rotating,25,24.43,163,1,22,73,4.1,4.8
1256,41,Non-Binary,Sales Floor,Store Associate,Southwest,Part-Time,Afternoon,20,15.21,156,1,2,74,3.9,4.8
1257,61,Male,Sales Floor,Department Lead,Southwest,Part-Time,Rotating,25,15.59,152,5,34,82,6.2,3.3
1258,50,Non-Binary,Supply Chain,Logistics Coordinator,West Coast,Full-Time,Morning,35,20.39,215,1,39,56,4.5,
1259,63,Male,Customer Service,Returns Specialist,Midwest,Full-Time,Afternoon,40,13.67,122,5,20,42,5.4,4.1
1260,65,Male,Warehouse,Receiving Clerk,Midwest,Part-Time,Afternoon,30,27.83,87,4,18,34,7.4,
1261,41,Non-Binary,Marketing,Brand Analyst,Southwest,Full-Time,Rotating,35,43.4,39,3,24,25,5.4,
1262,26,Non-Binary,Sales Floor,Store Associate,Midwest,Part-Time,Afternoon,20,23.17,58,2,6,59,4.3,3.1
1263,61,Non-Binary,Supply Chain,Procurement Analyst,Southwest,Full-Time,Evening,40,16.02,103,2,15,67,4.7,
1264,59,Non-Binary,Customer Service,CS Manager,Southeast,Full-Time,Evening,40,25.02,23,3,32,46,6.8,3.4
1265,43,Male,HR,Recruiter,Northeast,Part-Time,Rotating,30,17.17,110,5,28,16,5.3,
1266,28,Male,Sales Floor,Store Associate,Southeast,Part-Time,Rotating,30,28.98,96,1,32,70,5.4,3.7
1267,62,Female,Warehouse,Forklift Operator,Southwest,Part-Time,Rotating,30,14.95,125,5,18,25,5.2,
1268,47,Male,IT,POS Technician,Southeast,Full-Time,Afternoon,50,35.62,84,4,25,19,5.8,
1269,61,Non-Binary,Sales Floor,Store Associate,Southwest,Full-Time,Morning,35,27.09,12,3,25,7,5.6,4.8
1270,25,Non-Binary,Supply Chain,Buyer,West Coast,Part-Time,Evening,20,22.95,63,2,6,21,4.5,
1271,42,Female,Sales Floor,Visual Merchandiser,Southwest,Full-Time,Morning,45,17.73,45,2,28,49,3.6,4.1
1272,51,Female,Customer Service,Call Center Agent,Southwest,Full-Time,Afternoon,45,15.79,176,2,8,61,4.8,4.3
1273,41,Non-Binary,Marketing,Social Media Coordinator,Southeast,Full-Time,Evening,40,23.56,94,1,38,90,3.7,
1274,38,Male,Customer Service,Returns Specialist,Southeast,Full-Time,Evening,40,16.73,49,5,24,51,6.0,2.5
1275,34,Male,Warehouse,Receiving Clerk,Midwest,Part-Time,Morning,30,14.96,93,1,0,22,3.9,
1276,65,Male,Customer Service,CS Representative,Southeast,Part-Time,Rotating,20,17.76,163,2,6,5,4.3,2.8
1277,36,Male,Sales Floor,Store Associate,West Coast,Part-Time,Rotating,30,15.51,142,3,27,71,4.1,4.2
1278,36,Non-Binary,IT,POS Technician,Midwest,Full-Time,Morning,35,44.16,207,4,31,32,7.5,
1279,47,Non-Binary,Warehouse,Receiving Clerk,Northeast,Part-Time,Rotating,30,22.33,3,4,9,35,5.5,
1280,60,Non-Binary,Sales Floor,Visual Merchandiser,West Coast,Part-Time,Evening,20,29.53,227,1,19,64,6.2,4.1
1281,47,Male,Supply Chain,Logistics Coordinator,Southeast,Full-Time,Afternoon,45,19.24,225,2,34,25,3.9,
1282,26,Male,Sales Floor,Cashier,Southeast,Full-Time,Morning,35,27.69,44,2,29,35,4.5,3.3
1283,44,Female,Finance,Accountant,Midwest,Full-Time,Rotating,35,43.83,66,2,33,12,3.8,
1284,55,Non-Binary,Marketing,Marketing Manager,Southeast,Full-Time,Morning,45,24.78,127,1,17,39,5.0,
1285,20,Female,Customer Service,CS Manager,Midwest,Full-Time,Rotating,40,13.1,22,4,25,69,4.4,3.8
1286,47,Male,Sales Floor,Department Lead,Southeast,Full-Time,Rotating,35,21.35,113,4,18,44,5.4,3.4
1287,26,Male,Customer Service,CS Manager,Midwest,Full-Time,Rotating,45,18.24,91,2,11,16,3.9,3.2
1288,56,Male,Customer Service,CS Representative,Midwest,Part-Time,Rotating,20,17.75,141,2,20,63,2.7,4.4
1289,42,Female,Sales Floor,Store Manager,West Coast,Part-Time,Afternoon,30,27.09,183,4,21,86,6.9,5.0
1290,21,Non-Binary,IT,IT Manager,Southeast,Full-Time,Evening,50,25.29,28,4,22,43,7.1,
1291,61,Non-Binary,Customer Service,CS Representative,Midwest,Part-Time,Rotating,25,12.57,164,4,32,46,4.4,3.1
1292,51,Male,Warehouse,Forklift Operator,West Coast,Full-Time,Afternoon,35,21.35,219,1,39,7,4.0,
1293,41,Female,Supply Chain,Buyer,Midwest,Part-Time,Morning,20,30.62,206,5,40,74,6.9,
1294,53,Female,Supply Chain,Procurement Analyst,Midwest,Part-Time,Morning,20,13.44,136,5,28,21,5.7,
1295,43,Female,Customer Service,CS Representative,Midwest,Part-Time,Evening,25,19.81,44,1,6,56,4.8,3.4
1296,33,Non-Binary,Customer Service,Returns Specialist,Midwest,Full-Time,Afternoon,45,29.53,86,1,38,43,6.4,4.5
1297,20,Male,Sales Floor,Cashier,Northeast,Full-Time,Rotating,40,14.52,23,3,39,22,4.6,4.9
1298,44,Female,Finance,Accountant,Midwest,Full-Time,Evening,50,44.33,183,1,28,22,6.3,
1299,51,Female,Sales Floor,Store Associate,Northeast,Full-Time,Rotating,40,26.61,178,1,36,73,4.0,4.7
1300,53,Female,Warehouse,Forklift Operator,Northeast,Full-Time,Afternoon,50,14.97,28,3,28,5,2.8,
1301,59,Non-Binary,Finance,Payroll Specialist,Midwest,Full-Time,Morning,50,22.14,217,4,16,66,5.9,
1302,53,Male,Customer Service,CS Manager,Southwest,Part-Time,Morning,25,17.91,177,2,39,41,4.1,3.3
1303,34,Female,HR,HR Manager,West Coast,Full-Time,Evening,40,22.36,187,3,34,43,4.5,
1304,26,Non-Binary,Marketing,Social Media Coordinator,Northeast,Full-Time,Morning,35,33.15,13,3,11,62,6.6,
1305,40,Male,HR,Training Coordinator,Midwest,Full-Time,Morning,40,23.77,228,4,28,67,6.2,
1306,44,Female,Finance,Payroll Specialist,Northeast,Part-Time,Evening,30,33.27,54,1,33,37,5.2,
1307,47,Non-Binary,IT,Systems Administrator,Southeast,Part-Time,Evening,25,41.62,62,2,19,71,6.1,
1308,28,Male,Marketing,Digital Marketing Specialist,Southeast,Full-Time,Evening,45,27.09,115,1,11,28,5.7,
1309,49,Male,Sales Floor,Visual Merchandiser,Midwest,Part-Time,Morning,25,21.54,224,5,31,67,5.4,2.5
1310,20,Non-Binary,Finance,Payroll Specialist,Northeast,Part-Time,Evening,20,37.22,24,3,8,11,6.0,
1311,37,Female,Warehouse,Forklift Operator,West Coast,Part-Time,Afternoon,30,12.66,96,1,8,17,2.6,
1312,44,Female,Warehouse,Inventory Analyst,Southeast,Full-Time,Evening,35,26.61,224,3,39,14,6.8,
1313,63,Male,Finance,Accountant,Southeast,Part-Time,Evening,30,29.38,165,2,38,54,5.9,
1314,59,Male,Customer Service,CS Representative,West Coast,Part-Time,Rotating,25,31.01,140,2,19,28,4.1,3.5
1315,56,Female,Warehouse,Forklift Operator,Midwest,Full-Time,Rotating,35,27.12,204,3,36,19,6.1,
1316,43,Male,Warehouse,Inventory Analyst,Southwest,Full-Time,Morning,50,30.56,91,4,30,86,6.8,
1317,33,Non-Binary,Warehouse,Forklift Operator,West Coast,Full-Time,Evening,35,28.43,67,2,14,43,5.0,
1318,21,Non-Binary,Customer Service,CS Manager,Southeast,Full-Time,Rotating,35,18.84,20,4,23,90,5.0,3.6
1319,34,Non-Binary,Marketing,Digital Marketing Specialist,Midwest,Part-Time,Evening,30,41.4,25,5,13,70,6.0,
1320,32,Non-Binary,Sales Floor,Department Lead,West Coast,Full-Time,Afternoon,40,24.78,122,5,3,71,6.6,4.1
1321,46,Male,Warehouse,Receiving Clerk,Southwest,Full-Time,Evening,45,17.27,177,4,33,60,5.8,
1322,24,Male,Warehouse,Receiving Clerk,Northeast,Part-Time,Evening,30,14.29,52,5,9,55,5.3,
1323,63,Male,Customer Service,Call Center Agent,Northeast,Part-Time,Evening,25,23.43,30,3,1,49,5.5,4.2
1324,52,Male,Customer Service,Returns Specialist,West Coast,Full-Time,Evening,40,14.43,163,4,18,26,4.8,2.8
1325,28,Female,Sales Floor,Store Associate,Southeast,Full-Time,Evening,45,28.93,68,2,29,8,5.7,3.8
1326,54,Male,Sales Floor,Store Associate,West Coast,Part-Time,Morning,20,24.92,30,2,16,56,5.0,4.0
1327,60,Male,Customer Service,Returns Specialist,Midwest,Full-Time,Rotating,45,20.01,168,1,21,11,3.9,4.7
1328,40,Non-Binary,Sales Floor,Store Manager,West Coast,Full-Time,Rotating,40,31.45,212,1,24,39,4.7,3.3
1329,49,Male,Sales Floor,Visual Merchandiser,West Coast,Full-Time,Morning,35,28.0,102,5,18,14,7.3,3.2
1330,20,Male,Warehouse,Forklift Operator,Southwest,Part-Time,Rotating,25,14.86,23,3,8,55,2.9,
1331,48,Female,Sales Floor,Visual Merchandiser,West Coast,Full-Time,Evening,35,29.91,15,5,32,40,6.2,3.6
1332,45,Female,IT,IT Support,West Coast,Part-Time,Rotating,25,36.03,66,5,15,70,6.7,
1333,46,Male,Customer Service,Call Center Agent,Southwest,Part-Time,Evening,25,14.74,135,3,13,83,4.3,4.0
1334,42,Male,Finance,Payroll Specialist,Southeast,Part-Time,Morning,25,43.36,188,4,7,85,7.9,
1335,52,Female,Finance,Payroll Specialist,Southwest,Full-Time,Rotating,40,27.03,52,1,29,14,3.5,
1336,20,Non-Binary,IT,IT Support,Southeast,Part-Time,Rotating,30,29.3,9,4,14,54,6.7,
1337,27,Non-Binary,HR,Recruiter,West Coast,Full-Time,Afternoon,45,16.22,102,1,18,28,4.9,
1338,37,Non-Binary,Customer Service,CS Manager,Northeast,Full-Time,Rotating,40,26.33,165,1,5,27,5.4,3.0
1339,63,Male,Sales Floor,Cashier,Southwest,Full-Time,Evening,40,13.62,189,5,39,21,4.4,4.0
1340,35,Male,Marketing,Brand Analyst,Southwest,Full-Time,Morning,40,23.14,183,4,18,82,5.4,
1341,44,Non-Binary,Customer Service,CS Manager,Southeast,Full-Time,Rotating,40,24.46,149,2,27,76,3.1,3.9
1342,30,Female,Sales Floor,Store Manager,West Coast,Full-Time,Rotating,40,26.94,61,2,25,13,3.5,4.6
1343,60,Male,Supply Chain,Logistics Coordinator,Northeast,Full-Time,Evening,35,22.1,185,1,0,55,3.8,
1344,33,Male,HR,Recruiter,Southeast,Full-Time,Rotating,40,23.59,17,3,33,79,4.9,
1345,56,Male,Sales Floor,Store Associate,West Coast,Full-Time,Morning,45,21.62,204,2,31,43,3.3,3.1
1346,25,Female,Sales Floor,Department Lead,Midwest,Part-Time,Afternoon,30,30.81,1,3,15,67,5.3,3.1
1347,39,Male,Sales Floor,Cashier,West Coast,Full-Time,Evening,35,21.99,141,5,8,69,5.1,2.9
1348,23,Male,Warehouse,Warehouse Worker,West Coast,Full-Time,Evening,40,26.78,1,4,36,27,6.5,
1349,27,Male,Sales Floor,Store Manager,Midwest,Part-Time,Morning,30,25.74,45,1,24,25,4.4,3.0
1350,45,Male,Supply Chain,Logistics Coordinator,Southwest,Part-Time,Rotating,20,21.38,214,4,40,73,5.0,
1351,41,Female,Warehouse,Receiving Clerk,Southwest,Part-Time,Morning,20,13.87,204,3,4,11,5.0,
1352,21,Male,Supply Chain,Demand Planner,Southeast,Part-Time,Evening,20,21.58,25,5,10,46,5.6,
1353,37,Female,Supply Chain,Procurement Analyst,Northeast,Full-Time,Rotating,50,28.48,156,3,26,77,4.6,
1354,65,Female,Marketing,Marketing Manager,Southwest,Full-Time,Morning,45,23.14,235,3,30,31,6.2,
1355,26,Female,Customer Service,Call Center Agent,Midwest,Part-Time,Afternoon,25,29.44,50,3,18,19,6.1,3.8
1356,61,Female,Customer Service,CS Representative,Southeast,Part-Time,Morning,20,21.61,237,1,9,35,3.2,3.7
1357,29,Non-Binary,HR,HR Generalist,Southwest,Full-Time,Evening,40,26.83,120,3,30,11,7.6,
1358,20,Male,Sales Floor,Visual Merchandiser,Southwest,Part-Time,Morning,30,18.23,9,3,14,43,5.2,3.4
1359,40,Male,Marketing,Digital Marketing Specialist,Midwest,Full-Time,Evening,35,31.68,171,3,14,30,7.3,
1360,53,Non-Binary,Supply Chain,Procurement Analyst,Midwest,Full-Time,Morning,35,19.21,200,5,22,35,5.9,
1361,64,Non-Binary,Sales Floor,Visual Merchandiser,Northeast,Full-Time,Evening,40,31.3,192,3,15,61,5.8,4.1
1362,39,Female,Finance,Controller,Midwest,Full-Time,Evening,45,25.6,104,2,0,86,5.1,
1363,56,Non-Binary,IT,Systems Administrator,Southwest,Part-Time,Morning,25,39.89,95,3,25,46,5.6,
1364,58,Female,Sales Floor,Cashier,Northeast,Part-Time,Morning,25,17.31,43,5,32,33,4.5,4.3
1365,24,Male,HR,HR Manager,Northeast,Full-Time,Afternoon,40,29.09,4,4,15,44,7.0,
1366,59,Non-Binary,Sales Floor,Department Lead,Southeast,Full-Time,Afternoon,45,27.72,195,3,12,18,6.9,4.7
1367,34,Male,Warehouse,Forklift Operator,Southeast,Part-Time,Morning,20,18.26,6,2,31,47,2.8,
1368,27,Male,Warehouse,Warehouse Worker,Southeast,Full-Time,Rotating,50,17.35,72,5,37,67,4.2,
1369,58,Non-Binary,Supply Chain,Buyer,Northeast,Full-Time,Morning,40,15.2,144,4,19,28,4.9,
1370,42,Non-Binary,Marketing,Brand Analyst,Northeast,Full-Time,Afternoon,50,42.13,185,4,29,88,7.1,
1371,40,Male,Finance,Payroll Specialist,Northeast,Full-Time,Morning,45,39.04,95,4,0,37,8.0,
1372,35,Female,Sales Floor,Department Lead,West Coast,Part-Time,Morning,30,23.34,143,2,24,71,3.8,4.8
1373,34,Male,Supply Chain,Demand Planner,Northeast,Part-Time,Morning,25,12.42,162,1,3,74,3.6,
1374,49,Female,Sales Floor,Department Lead,Northeast,Full-Time,Evening,50,21.36,89,2,4,58,4.1,4.5
1375,31,Male,Sales Floor,Store Associate,Midwest,Full-Time,Evening,50,24.68,78,3,22,7,3.8,3.7
1376,23,Female,Customer Service,CS Representative,Southwest,Full-Time,Rotating,40,23.62,15,5,34,8,5.6,3.3
1377,40,Male,Sales Floor,Cashier,Southeast,Part-Time,Evening,25,18.11,88,4,13,85,6.3,4.5
1378,51,Non-Binary,Sales Floor,Store Manager,Southeast,Full-Time,Afternoon,40,21.63,58,3,15,22,5.0,3.3
1379,40,Male,Sales Floor,Store Manager,Southwest,Full-Time,Evening,40,17.25,88,1,10,35,3.1,3.9
1380,64,Female,Customer Service,Returns Specialist,West Coast,Full-Time,Evening,40,27.74,7,5,33,27,7.2,3.1
1381,54,Female,Supply Chain,Procurement Analyst,West Coast,Full-Time,Evening,35,13.82,67,1,12,23,3.1,
1382,31,Female,IT,IT Support,Southeast,Full-Time,Evening,35,27.69,90,1,10,46,4.8,
1383,25,Non-Binary,Customer Service,CS Representative,Midwest,Full-Time,Evening,35,21.09,83,5,3,62,5.6,2.8
1384,45,Male,Customer Service,CS Manager,West Coast,Part-Time,Evening,25,24.68,107,3,6,80,5.7,4.3
1385,38,Male,HR,HR Manager,Midwest,Part-Time,Rotating,30,20.23,169,5,38,24,5.4,
1386,36,Male,Warehouse,Forklift Operator,Southwest,Part-Time,Afternoon,30,30.96,199,4,7,28,5.5,
1387,31,Non-Binary,Customer Service,Returns Specialist,West Coast,Part-Time,Evening,25,27.02,6,4,13,24,5.9,3.8
1388,48,Male,Warehouse,Shift Supervisor,Midwest,Full-Time,Evening,40,19.92,68,4,14,46,5.2,
1389,55,Female,Sales Floor,Store Manager,West Coast,Full-Time,Evening,40,24.35,117,5,13,39,7.1,4.4
1390,41,Female,Sales Floor,Visual Merchandiser,Southeast,Full-Time,Evening,45,15.28,57,3,18,24,5.4,2.8
1391,23,Male,Sales Floor,Cashier,Southwest,Full-Time,Afternoon,50,26.69,34,2,27,13,3.8,2.7
1392,40,Female,Sales Floor,Cashier,Southwest,Full-Time,Evening,45,17.97,151,2,1,40,5.6,3.7
1393,47,Male,Marketing,Social Media Coordinator,West Coast,Full-Time,Morning,40,31.17,154,3,15,78,6.9,
1394,51,Male,Sales Floor,Cashier,West Coast,Full-Time,Afternoon,40,24.79,45,5,37,14,5.6,4.6
1395,32,Male,Marketing,Brand Analyst,Southwest,Part-Time,Afternoon,20,32.44,160,1,24,23,4.7,
1396,40,Non-Binary,Warehouse,Warehouse Worker,Northeast,Part-Time,Rotating,25,18.0,217,4,33,48,5.8,
1397,55,Female,Sales Floor,Visual Merchandiser,Southeast,Full-Time,Rotating,40,30.67,60,4,26,24,5.7,4.1
1398,43,Female,Customer Service,CS Manager,West Coast,Part-Time,Rotating,25,28.13,139,4,28,59,6.1,3.6
1399,41,Male,Sales Floor,Cashier,Midwest,Part-Time,Evening,20,23.18,3,2,32,34,3.9,2.8
1400,52,Non-Binary,Sales Floor,Department Lead,Southeast,Part-Time,Afternoon,20,31.71,166,5,0,68,7.1,4.1
1401,51,Male,Customer Service,Call Center Agent,Northeast,Full-Time,Evening,35,13.37,45,1,10,75,4.1,3.6
1402,36,Female,Sales Floor,Store Manager,Midwest,Full-Time,Rotating,35,31.45,216,1,30,51,4.5,3.5
1403,52,Female,HR,Training Coordinator,Southeast,Part-Time,Afternoon,25,23.42,208,2,33,38,4.1,
1404,43,Female,Supply Chain,Procurement Analyst,Southwest,Full-Time,Evening,40,19.31,197,4,18,26,6.2,
1405,64,Female,IT,IT Manager,Northeast,Part-Time,Evening,30,39.31,209,2,27,39,5.0,
1406,48,Male,Warehouse,Receiving Clerk,Midwest,Full-Time,Morning,40,20.2,29,1,31,34,2.8,
1407,54,Male,Sales Floor,Store Associate,Southwest,Full-Time,Rotating,35,30.83,121,2,10,6,4.3,2.6
1408,39,Non-Binary,Customer Service,CS Manager,Southeast,Part-Time,Afternoon,25,24.05,82,3,21,88,4.8,2.8
1409,41,Female,Sales Floor,Store Associate,Southeast,Full-Time,Morning,40,14.12,67,5,25,47,4.3,4.7
1410,32,Female,Warehouse,Receiving Clerk,West Coast,Full-Time,Evening,45,30.8,108,1,38,88,6.1,
1411,21,Non-Binary,Warehouse,Shift Supervisor,Southeast,Part-Time,Morning,30,15.93,13,1,25,17,4.8,
1412,54,Non-Binary,Customer Service,Returns Specialist,West Coast,Full-Time,Evening,35,23.99,160,1,26,81,3.6,4.0
1413,21,Male,Sales Floor,Cashier,Northeast,Full-Time,Evening,40,21.9,17,2,27,37,5.0,4.1
1414,51,Non-Binary,Finance,Controller,West Coast,Full-Time,Evening,35,35.77,120,2,29,66,6.2,
1415,62,Non-Binary,Warehouse,Warehouse Worker,West Coast,Part-Time,Evening,25,27.21,214,2,36,62,6.8,
1416,32,Non-Binary,HR,HR Manager,Southeast,Full-Time,Morning,45,17.06,132,1,16,90,4.1,
1417,58,Non-Binary,Warehouse,Receiving Clerk,Midwest,Full-Time,Morning,40,28.45,78,2,13,23,7.1,
1418,42,Female,IT,POS Technician,West Coast,Full-Time,Afternoon,50,33.17,45,1,39,34,5.4,
1419,38,Male,Customer Service,Call Center Agent,Southwest,Part-Time,Rotating,25,26.04,220,3,6,47,7.3,2.7
1420,64,Male,Sales Floor,Store Manager,Northeast,Full-Time,Rotating,40,15.08,149,4,7,64,4.9,5.0
1421,51,Male,Sales Floor,Department Lead,Southwest,Full-Time,Morning,45,15.12,70,1,25,77,3.7,3.0
1422,30,Male,Sales Floor,Store Manager,Southwest,Full-Time,Morning,45,28.67,2,5,37,21,5.4,4.8
1423,47,Female,Sales Floor,Store Manager,Southeast,Full-Time,Evening,40,27.76,8,5,26,7,6.1,2.6
1424,35,Non-Binary,Sales Floor,Cashier,Southeast,Part-Time,Morning,25,19.38,86,4,9,73,5.9,2.8
1425,20,Female,Marketing,Marketing Manager,Southwest,Full-Time,Afternoon,35,44.3,21,3,34,61,6.9,
1426,51,Female,Marketing,Marketing Manager,Southeast,Full-Time,Morning,50,35.94,216,3,20,25,6.4,
1427,39,Male,Sales Floor,Cashier,Northeast,Full-Time,Rotating,35,23.07,98,4,6,32,4.9,3.3
1428,35,Female,Customer Service,CS Representative,Northeast,Full-Time,Afternoon,40,25.41,44,3,28,84,6.3,4.1
1429,50,Non-Binary,Sales Floor,Department Lead,Northeast,Part-Time,Evening,30,22.35,83,5,40,10,5.3,3.3
1430,56,Male,Warehouse,Receiving Clerk,West Coast,Full-Time,Evening,40,28.65,149,3,17,5,5.9,
1431,37,Female,Customer Service,Returns Specialist,West Coast,Full-Time,Evening,40,14.66,13,5,36,84,6.0,4.9
1432,52,Female,Warehouse,Forklift Operator,Northeast,Part-Time,Morning,30,12.4,230,5,14,31,5.2,
1433,26,Male,Sales Floor,Cashier,West Coast,Full-Time,Afternoon,35,14.02,46,4,37,85,4.6,4.4
1434,53,Male,Sales Floor,Department Lead,West Coast,Full-Time,Evening,40,27.61,131,3,5,59,5.2,4.2
1435,65,Non-Binary,Marketing,Marketing Manager,Northeast,Part-Time,Evening,30,36.88,216,5,22,6,5.6,
1436,23,Male,Marketing,Social Media Coordinator,West Coast,Full-Time,Morning,35,33.09,57,5,31,34,6.5,
1437,46,Non-Binary,Marketing,Social Media Coordinator,Northeast,Part-Time,Rotating,25,27.6,49,2,19,6,3.2,
